"exercise_slug","exercise_name","workout_location","muscle_category","equipment_groups"
"v-ups","V-Ups","home","Core","{'groups': [['body-weight']]}"
"around-the-world-planks","Around-The-World Planks","home","Core","{'groups': [['body-weight']]}"
"assisted-sit-up","Assisted Sit-Up","home","Core","{'groups': [['suspension-trainer']]}"
"banded-crunches","Banded Crunches","home","Core","{'groups': [['resistance-band']]}"
"banded-russian-twist","Banded Russian Twist","home","Core","{'groups': [['resistance-band']]}"
"banded-sit-ups","Banded Sit-Ups","home","Core","{'groups': [['resistance-band']]}"
"lying-leg-raise","Lying Leg Raise","home","Core","{'groups': [['body-weight']]}"
"plank","Plank","home","Core","{'groups': [['body-weight']]}"
"russian-twist-plate","Russian Twist (Plate)","home","Core","{'groups': [['weight-plate']]}"
"russian-twist-wedge-feet","Russian Twist (Wedge Feet)","home","Core","{'groups': [['body-weight']]}"
"side-plank-knee-tuck","Side Plank Knee Tuck","home","Core","{'groups': [['suspension-trainer']]}"
"side-plank","Side Plank","home","Core","{'groups': [['body-weight']]}"
"sit-ups-plate","Sit-Ups (Plate)","home","Core","{'groups': [['weight-plate']]}"
"standing-oblique-crunch","Standing Oblique Crunch","home","Core","{'groups': [['dumbbells', 'kettlebells']]}"
"russian-twist","Russian Twist","home","Core","{'groups': [['body-weight']]}"
"v-ups-plate","V-Ups (Plate)","home","Core","{'groups': [['weight-plate']]}"
"crunches-plate","Crunches (Plate)","home","Core","{'groups': [['weight-plate']]}"
"crunches","Crunches","home","Core","{'groups': [['body-weight']]}"
"decline-mountain-climber","Decline Mountain Climber","home","Core","{'groups': [['chair', 'bench']]}"
"front-plank-alternating-knee-tucks","Front Plank — Alternating Knee Tucks","home","Core","{'groups': [['suspension-trainer']]}"
"front-plank-scissors","Front Plank — Scissors","home","Core","{'groups': [['suspension-trainer']]}"
"bear-crawl","Bear Crawl","home","Core","{'groups': [['body-weight']]}"
"flutter-kicks","Flutter Kicks","home","Core","{'groups': [['body-weight']]}"
"hollow-flutter-kicks-kb-or-db","Hollow Flutter Kicks (Kb Or Db)","home","Core","{'groups': [['dumbbells', 'kettlebells']]}"
"hollow-hold","Hollow Hold","home","Core","{'groups': [['body-weight']]}"
"kneeling-woodchoppers-kb-or-db","Kneeling Woodchoppers (Kb Or Db)","home","Core","{'groups': [['dumbbells', 'kettlebells']]}"
"scissors","Scissors","home","Core","{'groups': [['body-weight']]}"
"single-arm-suitcase-march-kb-or-db","Single-Arm Suitcase March (Kb Or Db)","home","Core","{'groups': [['dumbbells', 'kettlebells']]}"
"toe-taps","Toe Taps","home","Core","{'groups': [['body-weight']]}"
"tuck-ups","Tuck-Ups","home","Core","{'groups': [['body-weight']]}"
"barbell-leg-drop","Barbell Leg Drop","home","Core","{'groups': [['barbell']]}"
"barbell-rollout","Barbell Rollout","home","Core","{'groups': [['barbell'], ['weight-plates']]}"
"buzzsaw","Buzzsaw","home","Core","{'groups': [['suspension-trainer']]}"
"jackknives","Jackknives","home","Core","{'groups': [['bench']]}"
"renegade-row","Renegade Row","home","Core","{'groups': [['dumbbell']]}"
"offset-barbell-deadlift","Offset Barbell Deadlift","home","Core","{'groups': [['barbell'], ['weight-plates']]}"
"seated-dumbbell-shoulder-flexion","Seated Dumbbell Shoulder Flexion","gym","Shoulders","{'groups': [['dumbbells'], ['bench']]}"
"shoulder-press-machine-unilateral","Shoulder Press Machine Unilateral","gym","Shoulders","{'groups': [['shoulder-press-machine']]}"
"shoulder-press-machine","Shoulder Press Machine","gym","Shoulders","{'groups': [['shoulder-press-machine']]}"
"standing-dumbbell-overhead-press-neutral-grip","Standing Dumbbell Overhead Press Neutral Grip","gym","Shoulders","{'groups': [['dumbbells']]}"
"standing-dumbbell-overhead-press","Standing Dumbbell Overhead Press","gym","Shoulders","{'groups': [['dumbbells']]}"
"standing-dumbbell-shoulder-abduction","Standing Dumbbell Shoulder Abduction","gym","Shoulders","{'groups': [['dumbbells']]}"
"standing-dumbbell-shoulder-flexion","Standing Dumbbell Shoulder Flexion","gym","Shoulders","{'groups': [['dumbbells']]}"
"standing-shoulder-abduction-machine","Standing Shoulder Abduction Machine","gym","Shoulders","{'groups': [['shoulder-abduction-machine']]}"
"unilateral-dumbbell-shoulder-abduction","Unilateral Dumbbell Shoulder Abduction","gym","Shoulders","{'groups': [['dumbbells']]}"
"unilateral-dumbbell-shoulder-flexion","Unilateral Dumbbell Shoulder Flexion","gym","Shoulders","{'groups': [['dumbbells']]}"
"alternating-dumbbell-shoulder-flexion","Alternating Dumbbell Shoulder Flexion","gym","Shoulders","{'groups': [['dumbbells']]}"
"band-shoulder-abduction-alternating","Band Shoulder Abduction Alternating","gym","Shoulders","{'groups': [['resistance-band']]}"
"band-shoulder-abduction-unilateral","Band Shoulder Abduction Unilateral","gym","Shoulders","{'groups': [['resistance-band']]}"
"band-shoulder-abduction","Band Shoulder Abduction","gym","Shoulders","{'groups': [['resistance-band']]}"
"band-shoulder-flexion-alternating","Band Shoulder Flexion Alternating","gym","Shoulders","{'groups': [['resistance-band']]}"
"band-shoulder-flexion-unilateral","Band Shoulder Flexion Unilateral","gym","Shoulders","{'groups': [['resistance-band']]}"
"band-shoulder-flexion","Band Shoulder Flexion","gym","Shoulders","{'groups': [['resistance-band']]}"
"cable-shoulder-abduction-unilateral","Cable Shoulder Abduction Unilateral","gym","Shoulders","{'groups': [['cable']]}"
"cable-shoulder-abduction","Cable Shoulder Abduction","gym","Shoulders","{'groups': [['cable']]}"
"cable-shoulder-flexion-unilateral","Cable Shoulder Flexion Unilateral","gym","Shoulders","{'groups': [['cable']]}"
"cable-shoulder-flexion","Cable Shoulder Flexion","gym","Shoulders","{'groups': [['cable']]}"
"dumbbell-alternating-overhead-press","Dumbbell Alternating Overhead Press","gym","Shoulders","{'groups': [['dumbbells']]}"
"overhead-press-barbell","Overhead Press (Barbell)","gym","Shoulders","{'groups': [['barbell']]}"
"seated-dumbbell-overhead-press","Seated Dumbbell Overhead Press","gym","Shoulders","{'groups': [['dumbbells'], ['bench']]}"
"seated-dumbbell-overhead-press-neutral-grip","Seated Dumbbell Overhead Press Neutral Grip","gym","Shoulders","{'groups': [['dumbbells'], ['bench']]}"
"seated-dumbbell-shoulder-abduction","Seated Dumbbell Shoulder Abduction","gym","Shoulders","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-shoulder-abduction","Dumbbell Shoulder Abduction","gym","Shoulders","{'groups': [['dumbbells']]}"
"standing-dumbbell-arnold-press","Standing Dumbbell Arnold Press","gym","Shoulders","{'groups': [['dumbbells']]}"
"seated-dumbbell-arnold-press","Seated Dumbbell Arnold Press","gym","Shoulders","{'groups': [['dumbbells'], ['bench']]}"
"seated-unilateral-dumbbell-biceps-curls","Seated Unilateral Dumbbell Biceps Curls","gym","Arms","{'groups': [['dumbbells'], ['bench']]}"
"seated-unilateral-dumbbell-hammer-curls","Seated Unilateral Dumbbell Hammer Curls","gym","Arms","{'groups': [['dumbbells'], ['bench']]}"
"skull-crusher-barbell","Skull Crusher (Barbell)","gym","Arms","{'groups': [['barbell'], ['bench']]}"
"skull-crusher-ez-bar","Skull Crusher (Ez Bar)","gym","Arms","{'groups': [['ez-bar'], ['bench']]}"
"behind-the-head-cable-triceps-extensions-unilateral","Behind-The-Head Cable Triceps Extensions Unilateral","gym","Arms","{'groups': [['cable']]}"
"behind-the-head-cable-triceps-extensions","Behind-The-Head Cable Triceps Extensions","gym","Arms","{'groups': [['cable']]}"
"biceps-curls-barbell","Biceps Curls (Barbell)","gym","Arms","{'groups': [['barbell']]}"
"biceps-curls-ez-bar","Biceps Curls (Ez Bar)","gym","Arms","{'groups': [['ez-bar']]}"
"cable-biceps-curls-unilateral","Cable Biceps Curls Unilateral","gym","Arms","{'groups': [['cable']]}"
"cable-biceps-curls","Cable Biceps Curls","gym","Arms","{'groups': [['cable']]}"
"cable-hammer-curls-unilateral","Cable Hammer Curls Unilateral","gym","Arms","{'groups': [['cable']]}"
"cable-hammer-curls","Cable Hammer Curls","gym","Arms","{'groups': [['cable']]}"
"cable-triceps-extensions-unilateral","Cable Triceps Extensions Unilateral","gym","Arms","{'groups': [['cable']]}"
"cable-triceps-extensions","Cable Triceps Extensions","gym","Arms","{'groups': [['cable']]}"
"overhand-biceps-curl-ez-bar","Overhand Biceps Curl (Ez Bar)","gym","Arms","{'groups': [['ez-bar']]}"
"overhand-biceps-curls-barbell","Overhand Biceps Curls (Barbell)","gym","Arms","{'groups': [['barbell']]}"
"overhand-cable-biceps-curls","Overhand Cable Biceps Curls","gym","Arms","{'groups': [['cable']]}"
"seated-alternating-dumbbell-biceps-curls","Seated Alternating Dumbbell Biceps Curls","gym","Arms","{'groups': [['dumbbells'], ['bench']]}"
"seated-alternating-dumbbell-hammer-curls","Seated Alternating Dumbbell Hammer Curls","gym","Arms","{'groups': [['dumbbells'], ['bench']]}"
"seated-dumbbell-biceps-curls","Seated Dumbbell Biceps Curls","gym","Arms","{'groups': [['dumbbells'], ['bench']]}"
"seated-dumbbell-hammer-curls","Seated Dumbbell Hammer Curls","gym","Arms","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-overhand-biceps-curls","Dumbbell Overhand Biceps Curls","gym","Arms","{'groups': [['dumbbells']]}"
"dumbbell-skull-crusher-unilateral","Dumbbell Skull Crusher Unilateral","gym","Arms","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-skull-crusher","Dumbbell Skull Crusher","gym","Arms","{'groups': [['dumbbells'], ['bench']]}"
"smith-machine-bench-press","Smith Machine Bench Press","gym","Chest","{'groups': [['smith-machine'], ['bench']]}"
"smith-machine-decline-bench-press","Smith Machine Decline Bench Press","gym","Chest","{'groups': [['smith-machine'], ['bench']]}"
"smith-machine-incline-bench-press","Smith Machine Incline Bench Press","gym","Chest","{'groups': [['smith-machine'], ['bench']]}"
"assisted-dips","Assisted Dips","gym","Chest","{'groups': [['dips-machine']]}"
"barbell-bench-press","Barbell Bench Press","gym","Chest","{'groups': [['bench-press']]}"
"cable-chest-fly-unilateral","Cable Chest Fly Unilateral","gym","Chest","{'groups': [['cable']]}"
"cable-chest-fly","Cable Chest Fly","gym","Chest","{'groups': [['cable']]}"
"decline-bench-press-barbell","Decline Bench Press (Barbell)","gym","Chest","{'groups': [['decline-bench-press']]}"
"dumbbell-bench-press","Dumbbell Bench Press","gym","Chest","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-chest-fly","Dumbbell Chest Fly","gym","Chest","{'groups': [['dumbbells'], ['bench']]}"
"fly-machine","Fly Machine","gym","Chest","{'groups': [['chest-fly-machine']]}"
"incline-bench-press-barbell","Incline Bench Press (Barbell)","gym","Chest","{'groups': [['incline-bench-press']]}"
"incline-chest-press-machine","Incline Chest Press Machine","gym","Chest","{'groups': [['incline-chest-machine']]}"
"push-ups","Push-Ups","gym","Chest","{'groups': [['body-weight']]}"
"dumbbell-decline-bench-press","Dumbbell Decline Bench Press","gym","Chest","{'groups': [['dumbbells'], ['decline-bench']]}"
"dumbbell-incline-benchh-press","Dumbbell Incline Benchh Press","gym","Chest","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-neutral-grip-bench-press","Dumbbell Neutral Grip Bench Press","gym","Chest","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-bent-over-reverse-fly","Dumbbell Bent-Over Reverse Fly","gym","Back","{'groups': [['dumbbells']]}"
"dumbbell-prone-reverse-fly","Dumbbell Prone Reverse Fly","gym","Back","{'groups': [['dumbbells'], ['bench']]}"
"trx-rows","Trx Rows","gym","Back","{'groups': [['suspension-trainer']]}"
"unilateral-dumbbell-upright-row","Unilateral Dumbbell Upright Row","gym","Back","{'groups': [['dumbbells']]}"
"upright-row-barbell","Upright Row (Barbell)","gym","Back","{'groups': [['barbell']]}"
"wide-grip-t-bar-cable-row","Wide Grip T-Bar Cable Row","gym","Back","{'groups': [['cable']]}"
"assisted-pull-ups","Assisted Pull-Ups","gym","Back","{'groups': [['pull-up-machine']]}"
"bent-over-row-barbell","Bent-Over Row (Barbell)","gym","Back","{'groups': [['barbell']]}"
"cable-face-pull-down","Cable Face Pull Down","gym","Back","{'groups': [['cable']]}"
"cable-lat-pulldown-neutral-grip","Cable Lat Pulldown Neutral Grip","gym","Back","{'groups': [['cable']]}"
"cable-lat-pulldown-underhand","Cable Lat Pulldown Underhand","gym","Back","{'groups': [['cable']]}"
"cable-lat-pulldown-unilateral","Cable Lat Pulldown Unilateral","gym","Back","{'groups': [['cable']]}"
"cable-lat-pulldown","Cable Lat Pulldown","gym","Back","{'groups': [['cable']]}"
"cable-row-neutral","Cable Row Neutral","gym","Back","{'groups': [['cable']]}"
"cable-row-unilateral","Cable Row Unilateral","gym","Back","{'groups': [['cable']]}"
"cable-row","Cable Row","gym","Back","{'groups': [['cable']]}"
"face-pull-cable","Face Pull (Cable)","gym","Back","{'groups': [['cable']]}"
"gorilla-row-kettlebell-or-dumbbell","Gorilla Row (Kettlebell Or Dumbbell)","gym","Back","{'groups': [['kettlebell', 'dumbbell']]}"
"pendlay-row-barbell","Pendlay Row (Barbell)","gym","Back","{'groups': [['barbell']]}"
"pull-ups","Pull-Ups","gym","Back","{'groups': [['pull-up-bar']]}"
"dumbbell-bent-over-row","Dumbbell Bent-Over Row","gym","Back","{'groups': [['dumbbells']]}"
"dumbbell-prone-row-alternating","Dumbbell Prone Row Alternating","gym","Back","{'groups': [['barbell'], ['bench']]}"
"dumbbell-prone-row","Dumbbell Prone Row","gym","Back","{'groups': [['barbell'], ['bench']]}"
"dumbbell-unilateral-row","Dumbbell Unilateral Row","gym","Back","{'groups': [['dumbbells']]}"
"assisted-chin-ups","Assisted Chin-Ups","gym","Back","{'groups': [['pull-up-machine']]}"
"cable-pullover","Cable Pullover","gym","Back","{'groups': [['cable']]}"
"chin-ups","Chin-Ups","gym","Back","{'groups': [['pull-up-bar']]}"
"prone-angels","Prone Angels","gym","Back","{'groups': [['body-weight']]}"
"banded-horizontal-abduction","Banded Horizontal Abduction","gym","Back","{'groups': [['resistance-band']]}"
"glute-bridge-unilateral","Glute Bridge Unilateral","gym","Legs","{'groups': [['body-weight']]}"
"hamstring-bridge-unilateral","Hamstring Bridge Unilateral","gym","Legs","{'groups': [['body-weight']]}"
"knee-extension-unilateral","Knee Extension Unilateral","gym","Legs","{'groups': [['knee-extension-machine']]}"
"knee-flexion-unilateral","Knee Flexion Unilateral","gym","Legs","{'groups': [['knee-flexion-machine']]}"
"romanian-deadlift-barbell","Romanian Deadlift (Barbell)","gym","Legs","{'groups': [['barbell']]}"
"side-lying-hip-abduction-banded","Side-Lying Hip Abduction (Banded)","gym","Legs","{'groups': [['resistance-band']]}"
"side-lying-hip-abduction","Side-Lying Hip Abduction","gym","Legs","{'groups': [['body-weight']]}"
"smith-machine-split-squat","Smith Machine Split Squat","gym","Legs","{'groups': [['smith-machine']]}"
"smith-machine-squat","Smith Machine Squat","gym","Legs","{'groups': [['smith-machine']]}"
"split-squat-with-impulse-dumbbell","Split Squat With Impulse (Dumbbell)","gym","Legs","{'groups': [['dumbbells']]}"
"standing-calf-raise-machine","Standing Calf Raise Machine","gym","Legs","{'groups': [['calf-raise-machine']]}"
"standing-hip-extension-cable","Standing Hip Extension Cable","gym","Legs","{'groups': [['cable']]}"
"walking-lunges-with-impulse-dumbbell","Walking Lunges With Impulse (Dumbbell)","gym","Legs","{'groups': [['dumbbells']]}"
"zercher-squat","Zercher Squat","gym","Legs","{'groups': [['squat-rack']]}"
"banded-squats","Banded Squats","gym","Legs","{'groups': [['resistance-band']]}"
"barbell-front-squat","Barbell Front Squat","gym","Legs","{'groups': [['squat-rack']]}"
"barbell-split-squat","Barbell Split Squat","gym","Legs","{'groups': [['squat-rack']]}"
"barbell-squat","Barbell Squat","gym","Legs","{'groups': [['squat-rack']]}"
"glute-bridge-isometric-hold-timed","Glute Bridge Isometric Hold (Timed)","gym","Legs","{'groups': [['body-weight']]}"
"glute-bridge-march","Glute Bridge March","gym","Legs","{'groups': [['body-weight']]}"
"glute-bridge","Glute Bridge","gym","Legs","{'groups': [['body-weight']]}"
"goblet-squat-with-impulse","Goblet Squat With Impulse","gym","Legs","{'groups': [['dumbbells']]}"
"hack-squat-machine","Hack Squat Machine","gym","Legs","{'groups': [['hack-squat-machine']]}"
"hamstring-bridge-isometric-hold-timed","Hamstring Bridge Isometric Hold (Timed)","gym","Legs","{'groups': [['body-weight']]}"
"hamstring-bridge","Hamstring Bridge","gym","Legs","{'groups': [['body-weight']]}"
"hanging-leg-raises","Hanging Leg Raises","gym","Legs","{'groups': [['pull-up-bar']]}"
"hip-abduction-cable","Hip Abduction (Cable)","gym","Legs","{'groups': [['cable']]}"
"hip-adduction-cable","Hip Adduction (Cable)","gym","Legs","{'groups': [['cable']]}"
"leg-press","Leg Press","gym","Legs","{'groups': [['leg-press-machine']]}"
"leg-raises","Leg Raises","gym","Legs","{'groups': [['body-weight']]}"
"prisoner-squats","Prisoner Squats","gym","Legs","{'groups': [['body-weight']]}"
"quadruped-kickback-cable","Quadruped Kickback Cable","gym","Legs","{'groups': [['cable']]}"
"seated-calf-raise-machine","Seated Calf Raise Machine","gym","Legs","{'groups': [['seated-calf-raise-machine']]}"
"dumbbel-box-step-up","Dumbbel Box Step-Up","gym","Legs","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-bulgarian-split-squat","Dumbbell Bulgarian Split Squat","gym","Legs","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-goblet-squat","Dumbbell Goblet Squat","gym","Legs","{'groups': [['dumbbells']]}"
"dumbbell-hip-thrust","Dumbbell Hip Thrust","gym","Legs","{'groups': [['dumbbells'], ['bench']]}"
"dumbbell-split-squat","Dumbbell Split Squat","gym","Legs","{'groups': [['dumbbells']]}"
"dumbbell-walking-lunges","Dumbbell Walking Lunges","gym","Legs","{'groups': [['dumbbells']]}"
"side-lying-clamshells","Side-Lying Clamshells","gym","Legs","{'groups': [['resistance-band']]}"
"split-stance-rdl-dumbbell","Split Stance Rdl (Dumbbell)","gym","Legs","{'groups': [['dumbbells']]}"
"standing-clamshells","Standing Clamshells","gym","Legs","{'groups': [['resistance-band']]}"
"wall-sits-timed","Wall Sits (Timed)","gym","Legs","{'groups': [['body-weight']]}"
"isometric-hold-timed","Isometric Hold (Timed)","gym","Legs","{'groups': [['body-weight']]}"
"knee-extension-machine","Knee Extension Machine","gym","Legs","{'groups': [['knee-extension-machine']]}"
"knee-flexion-machine","Knee Flexion Machine","gym","Legs","{'groups': [['knee-flexion-machine']]}"
"psoas-march","Psoas March","gym","Legs","{'groups': [['body-weight']]}"
"dumbbell-box-step-down","Dumbbell Box Step-Down","gym","Legs","{'groups': [['dumbbells'], ['bench']]}"
"stiff-leg-deadlift-barbell","Stiff-Leg Deadlift (Barbell)","gym","Legs","{'groups': [['barbell']]}"
"trap-bar-deadlift","Trap Bar Deadlift","gym","Legs","{'groups': [['trap-bar']]}"
"back-extension","Back Extension","gym","Legs","{'groups': [['back-extension-machine']]}"
"barbell-deadlift","Barbell Deadlift","gym","Legs","{'groups': [['barbell']]}"
"side-plank-timed","Side Plank (Timed)","gym","Core","{'groups': [['body-weight']]}"
"sit-ups","Sit-Ups","gym","Core","{'groups': [['body-weight']]}"
"swiss-ball-crunches","Swiss Ball Crunches","gym","Core","{'groups': [['swiss-ball']]}"
"cable-crunches","Cable Crunches","gym","Core","{'groups': [['cable']]}"
"copenhagen-plank-timed","Copenhagen Plank (Timed)","gym","Core","{'groups': [['bench']]}"
"crunches","Crunches","gym","Core","{'groups': [['body-weight']]}"
"plank-timed","Plank (Timed)","gym","Core","{'groups': [['body-weight']]}"
"russian-twist","Russian Twist","gym","Core","{'groups': [['body-weight']]}"
"landmine-oblique-twist","Landmine Oblique Twist","gym","Core","{'groups': [['barbell']]}"
"landmine-anti-rotations","Landmine Anti-Rotations","gym","Core","{'groups': [['barbell']]}"
"standing-cable-torso-rotations","Standing Cable Torso Rotations","gym","Core","{'groups': [['cable']]}"
"superman","Superman","gym","Core","{'groups': [['body-weight']]}"
"alternating-superman","Alternating Superman","gym","Core","{'groups': [['body-weight']]}"
"kneeling-cable-torso-rotations","Kneeling Cable Torso Rotations","gym","Core","{'groups': [['cable']]}"
"kneeling-one-leg-cable-torso-rotations","Kneeling One-Leg Cable Torso Rotations","gym","Core","{'groups': [['cable']]}"
